weather_condition,distance_km,delivery_time_hours,time_diff_bin
cold,280.2,10,Mucho tarde
rainy,129.3,5,Ligeramente tarde
rainy,73.5,7,Mucho tarde
clear,297.1,5,Mucho antes
foggy,42.7,2,Mucho antes
clear,175.2,5,Mucho antes
clear,207.7,7,Mucho antes
foggy,107.6,6,Mucho antes
foggy,84.5,3,Mucho antes
foggy,45.3,4,Ligeramente tarde
cold,13.2,0,Mucho antes
cold,293.2,7,Mucho antes
stormy,132.0,9,Mucho antes
cold,87.7,2,Mucho antes
cold,56.3,3,Mucho antes
clear,70.3,3,Mucho antes
stormy,158.2,11,Mucho tarde
foggy,74.1,5,Ligeramente tarde
clear,82.3,2,Mucho antes
stormy,296.1,10,Mucho antes
stormy,178.2,8,Mucho antes
stormy,31.6,7,Mucho tarde
rainy,226.5,11,Mucho antes
cold,24.5,0,Mucho antes
foggy,96.3,5,Mucho antes
rainy,102.4,4,Ligeramente antes
rainy,208.3,9,Mucho antes
rainy,23.6,2,Mucho antes
clear,174.0,7,Ligeramente tarde
cold,158.9,5,Mucho antes
rainy,101.4,5,Mucho antes
hot,145.0,5,Mucho antes
foggy,140.3,5,Mucho antes
clear,292.3,7,Mucho antes
hot,201.7,6,Mucho antes
hot,89.5,3,Mucho antes
hot,239.0,5,Mucho antes
foggy,135.5,7,Ligeramente antes
clear,29.8,2,Ligeramente antes
hot,43.2,4,Mucho antes
hot,170.4,7,Ligeramente tarde
cold,49.9,3,Mucho antes
clear,250.1,7,Ligeramente antes
cold,49.4,1,Mucho antes
clear,111.8,2,Mucho antes
clear,167.3,6,Ligeramente tarde
hot,297.1,10,Mucho antes
hot,15.1,3,Mucho antes
foggy,190.2,8,Mucho antes
hot,149.8,4,Mucho antes
rainy,136.2,7,Mucho antes
clear,72.2,5,Mucho antes
foggy,3.6,4,Mucho antes
cold,242.5,5,Ligeramente antes
stormy,226.3,10,Mucho antes
hot,34.3,2,Mucho antes
stormy,164.4,6,Mucho antes
stormy,101.5,7,Mucho antes
hot,33.3,0,Mucho antes
clear,138.4,5,Ligeramente tarde
clear,3.6,2,Mucho antes
clear,141.4,4,Mucho antes
clear,43.5,2,Mucho antes
hot,106.5,5,Mucho antes
foggy,113.6,6,Mucho antes
foggy,22.7,3,Mucho antes
cold,185.7,6,Ligeramente tarde
foggy,153.9,6,Ligeramente tarde
hot,198.4,6,Ligeramente tarde
stormy,247.4,15,Ligeramente antes
rainy,97.9,5,Mucho antes
foggy,152.3,6,Mucho antes
rainy,233.1,11,Mucho antes
hot,106.8,5,Ligeramente tarde
foggy,167.1,5,Mucho antes
stormy,168.7,11,Mucho antes
cold,78.3,2,Mucho antes
foggy,160.4,7,Mucho antes
cold,73.6,4,Mucho antes
rainy,45.4,4,Mucho antes
clear,239.5,6,Mucho antes
rainy,258.7,9,Mucho antes
foggy,241.0,8,Ligeramente tarde
clear,185.8,4,Ligeramente antes
foggy,23.3,3,Mucho antes
rainy,159.7,7,Ligeramente antes
rainy,285.6,13,Mucho antes
rainy,271.9,12,Mucho tarde
foggy,242.2,11,Mucho antes
rainy,208.6,13,Mucho tarde
hot,152.1,5,Mucho antes
stormy,132.2,9,Mucho antes
stormy,177.8,6,Mucho antes
hot,142.5,5,Mucho antes
foggy,124.4,7,Mucho tarde
rainy,179.9,10,Mucho tarde
hot,275.2,8,Mucho antes
cold,66.4,2,Ligeramente antes
foggy,41.5,4,Ligeramente tarde
hot,48.1,2,Mucho antes
stormy,210.1,11,Mucho antes
clear,261.1,8,Ligeramente tarde
rainy,230.2,10,Mucho antes
hot,121.8,4,Mucho antes
foggy,170.0,6,Ligeramente tarde
rainy,14.9,6,Mucho tarde
stormy,139.9,6,Mucho antes
stormy,223.9,12,Mucho antes
cold,237.8,8,Mucho antes
cold,183.9,4,Mucho antes
clear,249.8,7,Ligeramente antes
foggy,104.2,6,Mucho antes
hot,27.3,1,Mucho antes
foggy,155.3,6,Ligeramente tarde
foggy,297.1,7,Ligeramente antes
hot,267.3,6,Mucho antes
hot,263.0,7,Ligeramente antes
cold,182.2,9,Ligeramente tarde
clear,286.3,8,Mucho antes
foggy,168.2,5,Ligeramente antes
stormy,131.3,7,Mucho antes
cold,197.9,7,Mucho antes
foggy,166.6,9,Mucho antes
clear,209.7,8,Ligeramente antes
rainy,113.9,9,Mucho antes
cold,292.0,10,Ligeramente tarde
clear,282.8,8,Mucho antes
cold,241.1,6,Mucho antes
stormy,11.3,3,Mucho antes
rainy,79.7,9,Mucho antes
foggy,280.7,14,Mucho tarde
foggy,243.6,8,Mucho antes
cold,76.6,3,Mucho antes
hot,172.1,5,Mucho antes
hot,9.0,0,Mucho antes
clear,248.8,4,Mucho antes
clear,148.8,7,Mucho tarde
cold,147.6,3,Ligeramente antes
rainy,42.8,7,Mucho antes
rainy,11.2,3,Ligeramente tarde
rainy,283.3,9,Ligeramente tarde
stormy,219.6,9,Mucho antes
hot,79.3,3,Ligeramente antes
rainy,8.4,7,Mucho antes
stormy,191.1,8,Mucho tarde
hot,260.8,6,Ligeramente antes
foggy,141.6,7,Mucho antes
clear,200.2,6,Mucho antes
rainy,286.1,8,Ligeramente antes
cold,145.6,5,Mucho antes
foggy,243.9,11,Mucho tarde
hot,104.8,4,Mucho antes
rainy,4.7,4,Mucho antes
cold,256.0,6,Ligeramente antes
rainy,284.8,12,Mucho antes
clear,18.3,3,Mucho antes
hot,195.2,6,Mucho antes
stormy,212.6,12,Mucho tarde
cold,260.0,7,Ligeramente antes
stormy,202.7,8,Ligeramente antes
hot,246.7,7,Ligeramente antes
stormy,220.4,11,Mucho tarde
clear,115.3,2,Mucho antes
foggy,41.0,3,Mucho antes
cold,268.5,9,Mucho antes
cold,285.6,10,Mucho antes
foggy,8.1,1,Mucho antes
cold,211.6,6,Mucho antes
rainy,30.3,6,Mucho antes
rainy,212.8,7,Mucho antes
hot,65.0,1,Mucho antes
clear,293.3,6,Ligeramente antes
clear,223.3,6,Mucho antes
rainy,211.0,7,Mucho antes
clear,66.4,3,Mucho antes
stormy,72.3,5,Mucho antes
hot,167.1,5,Mucho antes
stormy,49.0,4,Mucho antes
clear,95.9,2,Mucho antes
cold,274.7,8,Ligeramente tarde
foggy,137.0,7,Mucho antes
rainy,103.1,5,Mucho antes
stormy,257.4,14,Mucho tarde
clear,200.8,4,Mucho antes
cold,135.9,3,Mucho antes
foggy,231.3,7,Ligeramente tarde
rainy,64.5,5,Mucho antes
hot,32.7,1,Ligeramente antes
rainy,87.5,8,Mucho tarde
hot,95.5,2,Mucho antes
foggy,270.2,7,Mucho antes
cold,290.7,9,Ligeramente tarde
foggy,17.2,4,Mucho antes
stormy,267.5,13,Mucho antes
stormy,248.3,12,Mucho antes
cold,57.6,4,Mucho antes
cold,142.7,4,Mucho antes
foggy,145.9,4,Mucho antes
hot,62.7,1,Mucho antes
rainy,115.2,5,Ligeramente tarde
cold,49.2,1,Mucho antes
stormy,168.5,10,Mucho antes
foggy,102.5,6,Mucho antes
cold,139.1,4,Mucho antes
hot,149.1,4,Mucho antes
rainy,158.1,7,Ligeramente tarde
cold,56.0,1,Mucho antes
rainy,4.9,2,Mucho antes
clear,172.4,4,Mucho antes
foggy,91.8,3,Ligeramente antes
foggy,20.3,2,Mucho antes
clear,113.3,4,Mucho antes
stormy,296.6,11,Mucho tarde
foggy,185.8,7,Ligeramente tarde
stormy,217.2,10,Ligeramente tarde
foggy,253.3,8,Ligeramente tarde
stormy,203.3,10,Mucho antes
clear,132.7,5,Mucho antes
hot,260.5,10,Mucho antes
stormy,92.2,7,Mucho antes
rainy,77.1,5,Ligeramente tarde
clear,78.7,2,Mucho antes
cold,105.4,2,Mucho antes
stormy,233.4,12,Mucho tarde
hot,33.3,3,Mucho antes
foggy,157.5,6,Mucho antes
rainy,180.5,7,Ligeramente antes
rainy,279.2,11,Mucho tarde
clear,115.8,3,Mucho antes
stormy,143.8,11,Mucho antes
hot,206.8,5,Ligeramente antes
clear,50.5,1,Mucho antes
clear,122.8,2,Mucho antes
clear,10.5,0,Mucho antes
foggy,3.6,3,Mucho antes
stormy,127.9,10,Mucho antes
stormy,245.0,13,Mucho tarde
cold,115.8,3,Ligeramente antes
cold,166.4,8,Mucho antes
cold,141.9,3,Mucho antes
rainy,129.5,4,Mucho antes
foggy,184.0,8,Mucho antes
hot,284.9,12,Mucho antes
rainy,165.7,10,Ligeramente tarde
cold,254.8,8,Ligeramente antes
clear,101.2,3,Mucho antes
foggy,84.3,7,Mucho antes
hot,24.7,0,Mucho antes
clear,175.5,5,Mucho antes
cold,221.3,8,Mucho antes
clear,189.0,8,Mucho antes
rainy,255.3,9,Ligeramente tarde
foggy,64.1,5,Mucho antes
stormy,199.8,8,Mucho antes
rainy,149.2,9,Mucho tarde
stormy,95.5,6,Mucho antes
rainy,146.7,10,Mucho antes
foggy,216.7,6,Mucho antes
foggy,267.3,8,Ligeramente antes
rainy,180.5,9,Mucho tarde
stormy,199.2,11,Mucho tarde
foggy,280.3,9,Ligeramente tarde
rainy,222.4,13,Mucho tarde
foggy,67.1,4,Mucho antes
foggy,230.3,9,Mucho antes
foggy,39.4,5,Mucho tarde
stormy,41.1,6,Mucho antes
rainy,285.3,9,Ligeramente tarde
stormy,34.5,8,Mucho antes
foggy,248.7,7,Ligeramente tarde
hot,203.1,5,Mucho antes
stormy,226.8,10,Mucho tarde
rainy,168.7,8,Mucho antes
rainy,227.7,10,Ligeramente tarde
foggy,286.4,9,Mucho antes
foggy,222.9,13,Mucho tarde
stormy,96.6,7,Mucho antes
rainy,268.3,13,Mucho tarde
cold,144.1,7,Ligeramente antes
cold,48.6,2,Mucho antes
stormy,271.7,13,Mucho tarde
stormy,124.6,6,Ligeramente tarde
rainy,75.4,5,Mucho antes
stormy,192.3,8,Mucho antes
clear,297.1,9,Mucho antes
clear,253.2,9,Mucho antes
stormy,76.0,5,Mucho antes
clear,214.1,6,Mucho antes
cold,77.1,4,Mucho antes
hot,154.2,4,Ligeramente antes
hot,43.0,0,Mucho antes
cold,87.3,5,Mucho antes
foggy,297.1,9,Mucho antes
cold,137.1,3,Mucho antes
clear,222.8,8,Mucho antes
hot,132.1,5,Mucho antes
clear,3.6,0,Mucho antes
clear,196.6,3,Mucho antes
hot,126.3,4,Ligeramente antes
hot,79.2,3,Mucho antes
rainy,59.5,3,Ligeramente antes
clear,146.3,5,Mucho antes
rainy,269.4,11,Mucho antes
foggy,103.0,6,Mucho antes
rainy,170.1,6,Mucho antes
cold,16.3,3,Ligeramente tarde
cold,217.0,9,Mucho tarde
foggy,235.1,11,Mucho tarde
rainy,113.9,7,Mucho antes
rainy,132.4,6,Mucho antes
rainy,21.7,6,Mucho antes
clear,276.2,8,Ligeramente tarde
foggy,165.7,5,Mucho antes
cold,42.8,2,Mucho antes
hot,223.5,6,Ligeramente antes
clear,233.8,9,Mucho antes
foggy,61.2,5,Mucho antes
rainy,136.6,9,Mucho tarde
hot,133.6,5,Mucho antes
stormy,112.4,7,Mucho antes
hot,259.6,11,Mucho tarde
clear,212.4,6,Ligeramente antes
foggy,265.2,7,Ligeramente antes
foggy,159.4,8,Mucho tarde
cold,243.0,9,Mucho antes
hot,71.8,3,Ligeramente antes
clear,84.6,3,Mucho antes
clear,148.6,6,Mucho antes
hot,147.9,4,Mucho antes
foggy,14.0,3,Mucho antes
stormy,176.1,13,Mucho antes
foggy,5.7,1,Mucho antes
rainy,58.7,5,Ligeramente tarde
clear,94.9,3,Ligeramente antes
foggy,251.5,8,Mucho antes
hot,59.6,3,Mucho antes
stormy,117.8,10,Ligeramente tarde
rainy,194.3,10,Mucho antes
rainy,45.7,6,Mucho antes
hot,23.1,1,Ligeramente antes
stormy,3.6,5,Mucho antes
cold,288.8,7,Ligeramente antes
stormy,12.8,5,Mucho tarde
cold,196.1,7,Mucho antes
hot,3.6,1,Mucho antes
cold,248.2,7,Mucho antes
rainy,201.2,11,Mucho antes
foggy,294.0,12,Mucho antes
foggy,280.9,10,Mucho tarde
clear,289.6,11,Mucho antes
stormy,23.9,6,Mucho tarde
clear,176.0,5,Mucho antes
hot,224.2,9,Mucho antes
rainy,38.0,4,Ligeramente tarde
foggy,63.6,3,Mucho antes
rainy,123.0,8,Ligeramente antes
rainy,255.0,16,Mucho tarde
foggy,245.0,9,Mucho antes
cold,245.1,6,Mucho antes
clear,83.3,5,Ligeramente tarde
clear,229.9,9,Mucho tarde
rainy,29.3,3,Mucho antes
hot,284.6,8,Ligeramente tarde
hot,149.4,7,Mucho tarde
hot,215.4,6,Mucho antes
hot,292.1,5,Mucho antes
rainy,125.0,9,Ligeramente tarde
stormy,91.8,7,Ligeramente antes
foggy,95.3,5,Mucho antes
hot,28.7,2,Mucho antes
stormy,203.3,7,Ligeramente tarde
cold,297.1,6,Mucho antes
hot,262.0,11,Mucho tarde
cold,290.1,7,Mucho antes
cold,64.0,2,Mucho antes
foggy,21.8,1,Mucho antes
foggy,83.5,7,Mucho antes
rainy,183.2,10,Mucho tarde
foggy,219.9,9,Mucho antes
rainy,235.0,6,Mucho antes
foggy,14.9,3,Ligeramente tarde
cold,182.5,6,Ligeramente tarde
rainy,80.3,4,Mucho antes
cold,79.5,3,Mucho antes
clear,235.3,5,Mucho antes
clear,268.4,8,Mucho antes
cold,179.8,5,Ligeramente antes
stormy,6.6,8,Mucho antes
rainy,99.0,9,Ligeramente tarde
rainy,282.1,12,Mucho antes
clear,186.7,6,Ligeramente tarde
rainy,250.4,13,Mucho tarde
clear,143.8,6,Ligeramente tarde
hot,134.6,3,Mucho antes
cold,166.6,4,Mucho antes
rainy,253.2,10,Mucho tarde
clear,284.2,6,Mucho antes
cold,160.8,5,Mucho antes
hot,287.3,9,Mucho antes
foggy,235.3,9,Mucho antes
hot,233.1,5,Mucho antes
hot,283.5,9,Ligeramente tarde
hot,43.0,2,Mucho antes
rainy,15.6,5,Mucho antes
foggy,36.7,3,Mucho antes
stormy,170.4,8,Mucho antes
stormy,257.8,11,Mucho tarde
stormy,16.5,7,Mucho tarde
rainy,153.2,7,Ligeramente tarde
foggy,188.3,9,Mucho tarde
foggy,183.2,7,Ligeramente antes
clear,88.0,2,Mucho antes
hot,73.3,2,Ligeramente antes
stormy,7.8,7,Mucho tarde
stormy,48.7,6,Mucho antes
hot,4.9,1,Ligeramente antes
foggy,146.9,7,Mucho antes
stormy,199.2,11,Mucho tarde
hot,183.7,4,Mucho antes
stormy,215.7,14,Mucho tarde
hot,25.7,3,Mucho antes
clear,170.3,8,Mucho antes
cold,61.9,1,Mucho antes
stormy,194.0,8,Mucho tarde
hot,242.5,5,Ligeramente antes
clear,191.7,6,Mucho antes
foggy,119.2,6,Mucho antes
foggy,116.6,5,Mucho antes
rainy,168.0,9,Mucho antes
cold,267.8,6,Mucho antes
foggy,197.3,7,Ligeramente tarde
cold,30.3,3,Mucho antes
foggy,235.7,6,Mucho antes
stormy,16.8,4,Mucho antes
stormy,112.6,7,Ligeramente antes
stormy,113.9,7,Mucho tarde
stormy,187.6,10,Mucho tarde
hot,251.0,6,Mucho antes
rainy,83.6,6,Mucho antes
hot,190.8,7,Mucho antes
hot,173.9,4,Mucho antes
hot,183.4,6,Mucho antes
foggy,6.7,3,Ligeramente tarde
foggy,154.1,8,Mucho antes
hot,280.9,7,Mucho antes
stormy,74.7,6,Mucho antes
clear,235.8,11,Mucho antes
hot,216.6,6,Mucho antes
hot,295.8,5,Mucho antes
stormy,96.0,9,Ligeramente tarde
stormy,255.8,11,Mucho antes
stormy,83.6,7,Mucho antes
foggy,138.0,4,Mucho antes
hot,145.2,3,Mucho antes
clear,211.0,7,Ligeramente antes
rainy,75.1,5,Ligeramente tarde
cold,101.7,5,Mucho antes
hot,292.7,5,Mucho antes
clear,196.3,6,Ligeramente tarde
rainy,165.5,8,Mucho tarde
clear,17.6,1,Mucho antes
cold,297.1,10,Ligeramente tarde
cold,229.9,6,Mucho antes
stormy,293.2,15,Mucho tarde
hot,101.5,4,Ligeramente antes
stormy,38.8,7,Ligeramente antes
cold,224.0,5,Mucho antes
cold,221.4,8,Mucho antes
cold,261.2,9,Ligeramente tarde
foggy,3.6,2,Ligeramente antes
foggy,176.5,6,Mucho antes
clear,43.6,1,Mucho antes
hot,144.2,4,Ligeramente antes
foggy,297.1,10,Mucho antes
clear,223.9,4,Mucho antes
hot,80.0,2,Mucho antes
cold,187.8,6,Mucho antes
cold,144.9,4,Mucho antes
stormy,136.5,9,Mucho antes
cold,20.5,0,Mucho antes
cold,193.8,3,Mucho antes
stormy,184.2,11,Mucho tarde
stormy,28.1,4,Mucho antes
rainy,39.6,5,Mucho tarde
stormy,138.7,12,Mucho tarde
cold,162.0,5,Mucho antes
cold,58.2,2,Mucho antes
cold,249.7,9,Ligeramente tarde
rainy,212.9,7,Ligeramente tarde
hot,68.4,3,Mucho antes
foggy,241.4,9,Mucho tarde
clear,176.1,6,Mucho antes
cold,95.8,2,Mucho antes
rainy,248.7,9,Mucho tarde
cold,154.1,4,Mucho antes
stormy,131.7,7,Mucho antes
hot,5.8,1,Mucho antes
stormy,246.6,12,Mucho tarde
foggy,83.6,6,Mucho antes
cold,87.8,3,Mucho antes
clear,250.8,7,Ligeramente antes
clear,26.8,3,Mucho antes
stormy,286.4,11,Mucho tarde
cold,100.0,2,Mucho antes
hot,100.7,5,Mucho antes
hot,210.0,8,Mucho antes
clear,108.9,2,Mucho antes
clear,82.0,4,Mucho antes
rainy,48.6,4,Mucho antes
hot,100.2,3,Ligeramente antes
clear,291.8,10,Mucho antes
foggy,40.2,5,Mucho antes
foggy,280.9,10,Mucho tarde
clear,172.7,5,Mucho antes
stormy,202.7,8,Mucho antes
rainy,238.9,5,Mucho antes
clear,14.2,3,Mucho antes
foggy,292.3,9,Mucho antes
foggy,228.1,9,Ligeramente tarde
rainy,240.8,7,Ligeramente tarde
clear,128.3,4,Mucho antes
clear,179.5,5,Mucho antes
hot,168.8,6,Ligeramente tarde
hot,30.3,1,Mucho antes
hot,58.9,2,Mucho antes
rainy,230.8,6,Ligeramente antes
stormy,148.8,10,Mucho antes
cold,56.5,3,Mucho antes
cold,257.4,7,Ligeramente antes
hot,52.0,3,Mucho antes
clear,277.1,8,Mucho antes
foggy,226.7,8,Ligeramente antes
cold,244.9,9,Mucho tarde
hot,152.1,6,Mucho antes
clear,151.1,5,Mucho antes
cold,36.9,2,Ligeramente antes
foggy,280.2,10,Ligeramente tarde
clear,117.5,4,Mucho antes
clear,171.6,5,Mucho antes
foggy,22.7,2,Ligeramente antes
cold,60.3,3,Mucho antes
stormy,261.1,16,Ligeramente antes
foggy,131.5,6,Mucho antes
stormy,115.9,11,Mucho tarde
rainy,79.6,8,Mucho antes
clear,287.9,8,Ligeramente tarde
foggy,202.9,10,Mucho antes
rainy,148.6,10,Mucho tarde
cold,286.5,8,Mucho antes
rainy,173.0,12,Mucho tarde
rainy,279.2,10,Mucho antes
foggy,48.7,3,Mucho antes
foggy,123.8,5,Ligeramente tarde
stormy,164.6,8,Ligeramente antes
clear,54.4,2,Mucho antes
cold,190.8,5,Mucho antes
rainy,221.4,13,Mucho antes
stormy,72.5,6,Mucho antes
cold,118.5,2,Mucho antes
clear,278.5,6,Mucho antes
foggy,177.1,6,Mucho antes
stormy,209.1,7,Mucho antes
clear,238.9,6,Mucho antes
stormy,66.9,7,Mucho antes
hot,215.9,8,Mucho antes
clear,266.0,5,Mucho antes
cold,286.0,8,Mucho antes
foggy,30.6,4,Mucho antes
cold,63.4,2,Ligeramente antes
rainy,3.6,4,Mucho antes
clear,119.5,5,Mucho antes
stormy,91.0,8,Mucho tarde
foggy,176.7,7,Mucho antes
stormy,74.0,7,Ligeramente antes
cold,210.3,4,Mucho antes
cold,288.0,8,Ligeramente antes
clear,31.2,2,Mucho antes
clear,65.2,2,Mucho antes
foggy,59.1,5,Mucho antes
clear,293.7,7,Ligeramente antes
cold,174.7,5,Mucho antes
stormy,94.3,6,Mucho antes
clear,114.8,4,Mucho antes
stormy,244.1,10,Mucho tarde
hot,226.0,4,Mucho antes
hot,126.2,5,Mucho antes
cold,86.2,3,Mucho antes
stormy,287.3,11,Mucho tarde
stormy,251.1,11,Mucho tarde
clear,3.6,2,Mucho antes
cold,153.3,3,Mucho antes
hot,13.8,2,Mucho antes
hot,164.8,5,Mucho antes
cold,283.0,7,Mucho antes
hot,7.0,1,Ligeramente antes
foggy,92.5,5,Mucho antes
stormy,151.3,5,Mucho antes
cold,77.5,3,Ligeramente antes
clear,37.2,3,Mucho antes
clear,82.0,3,Mucho antes
foggy,116.7,4,Mucho antes
stormy,94.1,8,Mucho antes
cold,297.1,12,Mucho antes
rainy,288.5,11,Mucho tarde
rainy,190.4,9,Mucho tarde
rainy,17.3,2,Mucho antes
rainy,24.5,7,Mucho antes
clear,210.2,4,Mucho antes
stormy,200.8,13,Mucho antes
cold,54.8,1,Mucho antes
foggy,265.4,9,Ligeramente tarde
foggy,216.2,6,Mucho antes
hot,61.4,2,Mucho antes
clear,271.6,9,Mucho antes
cold,221.2,7,Ligeramente antes
rainy,272.5,15,Mucho tarde
clear,267.4,10,Mucho tarde
stormy,3.6,8,Mucho antes
clear,161.9,6,Mucho antes
foggy,31.3,4,Ligeramente tarde
hot,102.8,3,Ligeramente antes
hot,90.2,4,Mucho antes
clear,154.3,3,Mucho antes
hot,254.1,10,Mucho antes
rainy,44.4,6,Mucho tarde
rainy,140.6,9,Ligeramente tarde
foggy,256.3,7,Ligeramente antes
foggy,140.8,6,Mucho antes
rainy,81.4,5,Mucho antes
stormy,168.8,10,Mucho tarde
stormy,5.9,7,Ligeramente antes
clear,136.8,4,Mucho antes
rainy,158.0,6,Mucho antes
rainy,67.0,6,Mucho antes
stormy,76.1,5,Mucho antes
rainy,32.0,6,Mucho antes
hot,268.1,8,Ligeramente tarde
hot,15.7,2,Mucho antes
clear,267.6,9,Ligeramente tarde
stormy,288.0,12,Mucho antes
foggy,172.9,10,Ligeramente tarde
rainy,267.7,9,Ligeramente tarde
clear,156.7,4,Ligeramente antes
foggy,11.2,3,Ligeramente tarde
hot,75.1,5,Mucho antes
clear,291.4,7,Ligeramente antes
clear,244.2,6,Ligeramente antes
clear,294.9,8,Mucho antes
cold,129.0,4,Mucho antes
rainy,68.9,5,Mucho antes
cold,80.6,3,Mucho antes
rainy,248.0,7,Ligeramente tarde
stormy,61.4,7,Mucho antes
foggy,182.8,8,Ligeramente antes
cold,270.0,10,Mucho antes
rainy,244.6,10,Mucho tarde
foggy,127.4,6,Ligeramente tarde
foggy,117.6,7,Mucho tarde
rainy,178.7,7,Ligeramente antes
rainy,131.8,10,Ligeramente tarde
clear,83.1,3,Mucho antes
stormy,34.8,6,Mucho antes
hot,94.2,2,Mucho antes
rainy,43.1,4,Mucho antes
foggy,19.7,1,Mucho antes
hot,268.8,6,Ligeramente antes
cold,198.3,7,Ligeramente tarde
clear,289.4,8,Mucho antes
cold,224.3,6,Mucho antes
foggy,219.4,8,Mucho antes
stormy,143.8,12,Mucho tarde
clear,186.2,4,Mucho antes
foggy,29.7,6,Mucho antes
rainy,199.6,11,Mucho antes
rainy,193.1,8,Mucho antes
cold,147.3,6,Mucho antes
clear,197.3,7,Mucho antes
rainy,242.2,11,Mucho tarde
rainy,125.4,5,Mucho antes
hot,98.7,4,Ligeramente tarde
stormy,88.8,8,Mucho tarde
foggy,262.7,6,Mucho antes
clear,290.1,11,Mucho antes
foggy,241.7,9,Mucho tarde
cold,208.1,5,Mucho antes
foggy,252.5,10,Mucho antes
cold,229.9,6,Mucho antes
clear,90.7,2,Mucho antes
rainy,79.9,7,Mucho antes
clear,261.6,4,Mucho antes
stormy,257.5,11,Mucho tarde
clear,86.4,2,Ligeramente antes
foggy,82.5,6,Mucho antes
clear,289.4,7,Ligeramente antes
stormy,173.1,9,Mucho antes
rainy,227.1,11,Mucho antes
hot,13.2,2,Mucho antes
foggy,153.2,10,Mucho antes
stormy,121.5,10,Ligeramente tarde
rainy,80.2,5,Ligeramente tarde
stormy,96.5,9,Mucho antes
clear,256.0,6,Ligeramente antes
clear,6.8,2,Mucho antes
hot,209.6,9,Mucho antes
rainy,153.5,9,Mucho tarde
hot,113.4,5,Ligeramente tarde
cold,268.4,9,Ligeramente tarde
clear,228.1,9,Ligeramente tarde
cold,181.9,6,Ligeramente tarde
hot,125.9,6,Mucho antes
stormy,274.4,10,Ligeramente tarde
rainy,281.6,7,Ligeramente antes
rainy,220.3,9,Ligeramente tarde
rainy,127.9,8,Mucho antes
stormy,295.0,17,Mucho antes
clear,14.4,0,Mucho antes
foggy,255.0,10,Mucho antes
stormy,89.7,9,Mucho antes
stormy,146.8,10,Mucho antes
clear,26.7,1,Mucho antes
rainy,140.5,6,Mucho antes
clear,69.6,3,Ligeramente antes
cold,95.4,3,Mucho antes
cold,170.3,7,Ligeramente tarde
cold,291.7,6,Ligeramente antes
cold,68.4,3,Mucho antes
cold,103.5,2,Mucho antes
rainy,72.7,5,Mucho antes
cold,152.0,3,Mucho antes
clear,81.0,3,Mucho antes
clear,58.5,3,Mucho antes
rainy,196.0,6,Ligeramente tarde
rainy,53.5,5,Mucho antes
hot,169.4,5,Ligeramente antes
hot,17.2,1,Mucho antes
clear,215.7,5,Mucho antes
foggy,3.6,1,Mucho antes
clear,204.0,6,Mucho antes
cold,44.3,2,Mucho antes
hot,211.1,8,Mucho antes
clear,25.3,1,Ligeramente antes
hot,96.4,6,Mucho antes
rainy,213.4,8,Mucho antes
rainy,186.1,9,Mucho antes
stormy,87.6,8,Ligeramente antes
rainy,137.8,9,Mucho tarde
foggy,100.6,6,Ligeramente tarde
cold,4.6,2,Ligeramente antes
foggy,168.9,6,Mucho antes
clear,296.9,7,Ligeramente antes
stormy,154.5,6,Mucho antes
clear,112.3,4,Mucho antes
hot,149.0,5,Mucho antes
hot,214.9,7,Mucho antes
foggy,30.6,4,Mucho antes
stormy,134.7,10,Ligeramente tarde
clear,52.9,2,Mucho antes
stormy,194.6,8,Mucho antes
hot,285.6,11,Mucho tarde
cold,70.6,4,Mucho antes
hot,117.8,3,Mucho antes
rainy,82.0,8,Mucho tarde
stormy,116.7,8,Ligeramente antes
rainy,138.3,9,Ligeramente tarde
stormy,233.8,11,Mucho tarde
cold,169.0,4,Mucho antes
foggy,150.8,9,Mucho antes
hot,10.1,3,Ligeramente tarde
clear,13.6,2,Mucho antes
hot,258.4,10,Ligeramente tarde
hot,248.8,8,Ligeramente antes
hot,42.6,1,Ligeramente antes
foggy,264.0,10,Mucho tarde
hot,293.8,6,Mucho antes
cold,214.9,4,Mucho antes
clear,139.8,3,Ligeramente antes
cold,67.2,3,Mucho antes
foggy,266.6,8,Mucho antes
rainy,106.9,6,Mucho antes
clear,72.9,1,Mucho antes
rainy,173.2,7,Ligeramente antes
stormy,271.9,14,Mucho tarde
hot,261.3,8,Mucho antes
hot,243.1,7,Mucho antes
hot,93.5,3,Mucho antes
hot,229.5,7,Mucho antes
clear,269.5,9,Mucho antes
foggy,251.6,10,Mucho tarde
stormy,183.9,12,Mucho tarde
clear,170.2,6,Mucho antes
rainy,253.3,9,Ligeramente tarde
rainy,157.5,11,Mucho antes
clear,74.5,2,Mucho antes
foggy,136.0,5,Mucho antes
foggy,254.9,11,Mucho antes
stormy,6.6,4,Mucho antes
clear,124.9,5,Mucho antes
cold,257.6,11,Mucho tarde
rainy,163.3,6,Mucho antes
stormy,118.8,7,Mucho tarde
stormy,214.2,14,Mucho tarde
clear,184.6,4,Mucho antes
rainy,169.3,10,Mucho tarde
hot,70.2,3,Mucho antes
foggy,276.4,14,Mucho antes
rainy,26.2,4,Ligeramente tarde
hot,207.8,5,Ligeramente antes
hot,201.1,8,Mucho antes
hot,39.9,1,Ligeramente antes
foggy,30.9,4,Mucho antes
foggy,103.3,3,Mucho antes
